provider,sourceType,sourceCode,sourceDescription,canonicalConcept,conceptGroup,signalClass,severity,direction,requiresReview,canContributeToDecline,dedupeKey,narrativeKey,notes,status,displayLabel
middesk,mcc_code,5983,Fuel Dealers (Non Automotive) (MCC),business_classification_context,business,business,low,neutral,false,false,5983,,,active,Fuel Dealers (Non Automotive)
middesk,mcc_code,5992,Florists (MCC),business_classification_context,business,business,low,neutral,false,false,5992,,,active,Florists
middesk,mcc_code,5993,Cigar Stores and Stands (MCC),business_regulated_or_illegal,compliance,business,high,negative,true,true,5993,,,active,Cigar Stores and Stands
middesk,mcc_code,5994,News Dealers and Newsstands (MCC),business_classification_context,business,business,low,neutral,false,false,5994,,,active,News Dealers and Newsstands
middesk,mcc_code,5995,"Pet Shops, Pet Food, and Supplies (MCC)",business_classification_context,business,business,low,neutral,false,false,5995,,,active,"Pet Shops, Pet Food, and Supplies"
middesk,mcc_code,5996,Swimming Pools Sales (MCC),business_classification_context,business,business,low,neutral,false,false,5996,,,active,Swimming Pools Sales
middesk,mcc_code,5997,Electric Razor Stores (MCC),business_classification_context,business,business,low,neutral,false,false,5997,,,active,Electric Razor Stores
middesk,mcc_code,5998,Tent and Awning Shops (MCC),business_classification_context,business,business,low,neutral,false,false,5998,,,active,Tent and Awning Shops
middesk,mcc_code,5999,Miscellaneous Specialty Retail (MCC),business_classification_context,business,business,low,neutral,false,false,5999,,,active,Miscellaneous Specialty Retail
middesk,mcc_code,6010,Manual Cash Disburse (MCC),business_financial_services,compliance,business,high,negative,true,true,6010,,,active,Manual Cash Disburse
middesk,mcc_code,6011,Automated Cash Disburse (MCC),business_financial_services,compliance,business,high,negative,true,true,6011,,,active,Automated Cash Disburse
middesk,mcc_code,6012,Financial Institutions (MCC),business_financial_services,compliance,business,high,negative,true,true,6012,,,active,Financial Institutions
middesk,mcc_code,6051,"Non-FI, Money Orders (MCC)",business_financial_services,compliance,business,high,negative,true,true,6051,,,active,"Non-FI, Money Orders"
middesk,mcc_code,6211,Offices of Physicians (MCC),business_classification_context,business,business,low,neutral,false,false,6211,,,active,Offices of Physicians
middesk,mcc_code,6211,Security Brokers/Dealers (MCC),business_financial_services,compliance,business,high,negative,true,true,6211,,,active,Security Brokers/Dealers
middesk,mcc_code,6300,"Insurance Underwriting, Premiums (MCC)",business_financial_services,compliance,business,high,negative,true,true,6300,,,active,"Insurance Underwriting, Premiums"
middesk,mcc_code,6399,Insurance - Default (MCC),business_classification_context,business,business,low,neutral,false,false,6399,,,active,Insurance - Default
middesk,mcc_code,6513,Real Estate Agents and Managers - Rentals (MCC),business_classification_context,business,business,low,neutral,false,false,6513,,,active,Real Estate Agents and Managers - Rentals
middesk,mcc_code,6540,"Non-FI, Stored Value Card Purchase/Load (MCC)",business_financial_services,compliance,business,high,negative,true,true,6540,,,active,"Non-FI, Stored Value Card Purchase/Load"
middesk,mcc_code,7011,"Hotels, Motels, and Resorts (MCC)",business_classification_context,business,business,low,neutral,false,false,7011,,,active,"Hotels, Motels, and Resorts"
middesk,mcc_code,7012,Timeshares (MCC),business_high_risk_marketing,compliance,business,medium,negative,true,false,7012,,,active,Timeshares
middesk,mcc_code,7032,Sporting/Recreation Camps (MCC),business_classification_context,business,business,low,neutral,false,false,7032,,,active,Sporting/Recreation Camps
middesk,mcc_code,7033,"Trailer Parks, Campgrounds (MCC)",business_classification_context,business,business,low,neutral,false,false,7033,,,active,"Trailer Parks, Campgrounds"
middesk,mcc_code,7210,"Laundry, Cleaning Services (MCC)",business_classification_context,business,business,low,neutral,false,false,7210,,,active,"Laundry, Cleaning Services"
middesk,mcc_code,7211,Traveler Accommodation (MCC),business_classification_context,business,business,low,neutral,false,false,7211,,,active,Traveler Accommodation
middesk,mcc_code,7211,Laundries (MCC),business_classification_context,business,business,low,neutral,false,false,7211,,,active,Laundries
middesk,mcc_code,7216,Dry Cleaners (MCC),business_classification_context,business,business,low,neutral,false,false,7216,,,active,Dry Cleaners
middesk,mcc_code,7217,Carpet/Upholstery Cleaning (MCC),business_classification_context,business,business,low,neutral,false,false,7217,,,active,Carpet/Upholstery Cleaning
middesk,mcc_code,7221,Photographic Studios (MCC),business_classification_context,business,business,low,neutral,false,false,7221,,,active,Photographic Studios
middesk,mcc_code,7230,Barber and Beauty Shops (MCC),business_classification_context,business,business,low,neutral,false,false,7230,,,active,Barber and Beauty Shops
middesk,mcc_code,7251,Shoe Repair/Hat Cleaning (MCC),business_classification_context,business,business,low,neutral,false,false,7251,,,active,Shoe Repair/Hat Cleaning
middesk,mcc_code,7261,"Funeral Services, Crematories (MCC)",business_classification_context,business,business,low,neutral,false,false,7261,,,active,"Funeral Services, Crematories"
middesk,mcc_code,7273,Dating/Escort Services (MCC),business_adult_content,compliance,business,high,negative,true,true,7273,,,active,Dating/Escort Services
middesk,mcc_code,7276,Tax Preparation Services (MCC),business_classification_context,business,business,low,neutral,false,false,7276,,,active,Tax Preparation Services
middesk,mcc_code,7277,Counseling Services (MCC),business_classification_context,business,business,low,neutral,false,false,7277,,,active,Counseling Services
middesk,mcc_code,7278,Buying/Shopping Services (MCC),business_classification_context,business,business,low,neutral,false,false,7278,,,active,Buying/Shopping Services
middesk,mcc_code,7296,Clothing Rental (MCC),business_classification_context,business,business,low,neutral,false,false,7296,,,active,Clothing Rental
middesk,mcc_code,7297,Massage Parlors (MCC),business_adult_content,compliance,business,high,negative,true,true,7297,,,active,Massage Parlors
middesk,mcc_code,7298,Health and Beauty Spas (MCC),business_classification_context,business,business,low,neutral,false,false,7298,,,active,Health and Beauty Spas
middesk,mcc_code,7299,Miscellaneous General Services (MCC),business_classification_context,business,business,low,neutral,false,false,7299,,,active,Miscellaneous General Services
middesk,mcc_code,7311,Advertising Services (MCC),business_classification_context,business,business,low,neutral,false,false,7311,,,active,Advertising Services
middesk,mcc_code,7321,Credit Reporting Agencies (MCC),business_financial_services,compliance,business,high,negative,true,true,7321,,,active,Credit Reporting Agencies
middesk,mcc_code,7333,"Commercial Photography, Art and Graphics (MCC)",business_classification_context,business,business,low,neutral,false,false,7333,,,active,"Commercial Photography, Art and Graphics"
middesk,mcc_code,7338,"Quick Copy, Repro, and Blueprint (MCC)",business_classification_context,business,business,low,neutral,false,false,7338,,,active,"Quick Copy, Repro, and Blueprint"
middesk,mcc_code,7339,Secretarial Support Services (MCC),business_classification_context,business,business,low,neutral,false,false,7339,,,active,Secretarial Support Services
middesk,mcc_code,7342,Exterminating Services (MCC),business_classification_context,business,business,low,neutral,false,false,7342,,,active,Exterminating Services
middesk,mcc_code,7349,Cleaning and Maintenance (MCC),business_classification_context,business,business,low,neutral,false,false,7349,,,active,Cleaning and Maintenance
middesk,mcc_code,7361,Employment/Temp Agencies (MCC),business_classification_context,business,business,low,neutral,false,false,7361,,,active,Employment/Temp Agencies
middesk,mcc_code,7372,Computer Programming (MCC),business_classification_context,business,business,low,neutral,false,false,7372,,,active,Computer Programming
middesk,mcc_code,7375,Information Retrieval Services (MCC),business_classification_context,business,business,low,neutral,false,false,7375,,,active,Information Retrieval Services
middesk,mcc_code,7379,Computer Repair (MCC),business_classification_context,business,business,low,neutral,false,false,7379,,,active,Computer Repair
middesk,mcc_code,7392,"Consulting, Public Relations (MCC)",business_classification_context,business,business,low,neutral,false,false,7392,,,active,"Consulting, Public Relations"
middesk,mcc_code,7393,Detective Agencies (MCC),business_classification_context,business,business,low,neutral,false,false,7393,,,active,Detective Agencies
middesk,mcc_code,7394,Equipment Rental (MCC),business_classification_context,business,business,low,neutral,false,false,7394,,,active,Equipment Rental
middesk,mcc_code,7395,Photo Developing (MCC),business_classification_context,business,business,low,neutral,false,false,7395,,,active,Photo Developing
middesk,mcc_code,7399,Miscellaneous Business Services (MCC),business_classification_context,business,business,low,neutral,false,false,7399,,,active,Miscellaneous Business Services
middesk,mcc_code,7511,Truck StopIteration (MCC),business_classification_context,business,business,low,neutral,false,false,7511,,,active,Truck StopIteration
middesk,mcc_code,7512,Car Rental Agencies (MCC),business_classification_context,business,business,low,neutral,false,false,7512,,,active,Car Rental Agencies
middesk,mcc_code,7513,Truck/Utility Trailer Rentals (MCC),business_classification_context,business,business,low,neutral,false,false,7513,,,active,Truck/Utility Trailer Rentals
middesk,mcc_code,7519,Recreational Vehicle Rentals (MCC),business_classification_context,business,business,low,neutral,false,false,7519,,,active,Recreational Vehicle Rentals
middesk,mcc_code,7523,"Parking Lots, Garages (MCC)",business_classification_context,business,business,low,neutral,false,false,7523,,,active,"Parking Lots, Garages"
middesk,mcc_code,7531,Auto Body Repair Shops (MCC),business_classification_context,business,business,low,neutral,false,false,7531,,,active,Auto Body Repair Shops
middesk,mcc_code,7534,Tire Retreading and Repair (MCC),business_classification_context,business,business,low,neutral,false,false,7534,,,active,Tire Retreading and Repair
middesk,mcc_code,7535,Auto Paint Shops (MCC),business_classification_context,business,business,low,neutral,false,false,7535,,,active,Auto Paint Shops
middesk,mcc_code,7538,Auto Service Shops (MCC),business_classification_context,business,business,low,neutral,false,false,7538,,,active,Auto Service Shops
middesk,mcc_code,7542,Car Washes (MCC),business_classification_context,business,business,low,neutral,false,false,7542,,,active,Car Washes
middesk,mcc_code,7549,Towing Services (MCC),business_classification_context,business,business,low,neutral,false,false,7549,,,active,Towing Services
middesk,mcc_code,7622,Electronics Repair Shops (MCC),business_classification_context,business,business,low,neutral,false,false,7622,,,active,Electronics Repair Shops
middesk,mcc_code,7623,"A/C, Refrigeration Repair (MCC)",business_classification_context,business,business,low,neutral,false,false,7623,,,active,"A/C, Refrigeration Repair"
middesk,mcc_code,7629,Small Appliance Repair (MCC),business_classification_context,business,business,low,neutral,false,false,7629,,,active,Small Appliance Repair
middesk,mcc_code,7631,Watch/Jewelry Repair (MCC),business_classification_context,business,business,low,neutral,false,false,7631,,,active,Watch/Jewelry Repair
middesk,mcc_code,7641,"Furniture Repair, Refinishing (MCC)",business_classification_context,business,business,low,neutral,false,false,7641,,,active,"Furniture Repair, Refinishing"
middesk,mcc_code,7692,Welding Repair (MCC),business_classification_context,business,business,low,neutral,false,false,7692,,,active,Welding Repair
middesk,mcc_code,7699,Miscellaneous Repair Shops (MCC),business_classification_context,business,business,low,neutral,false,false,7699,,,active,Miscellaneous Repair Shops
middesk,mcc_code,7800,Government-Owned Lotteries (US Region only) (MCC),business_gambling,compliance,business,high,negative,true,true,7800,,,active,Government-Owned Lotteries
middesk,mcc_code,7801,Government Licensed On-line Casinos (On-Line Gambling)(US Region only) (MCC),business_gambling,compliance,business,high,negative,true,true,7801,,,active,Government Licensed On-line Casinos (On-Line Gambling)
middesk,mcc_code,7802,Government-Licensed Horse/Dog Racing (US Region only) (MCC),business_gambling,compliance,business,high,negative,true,true,7802,,,active,Government-Licensed Horse/Dog Racing
middesk,mcc_code,7829,Picture/Video Production (MCC),business_classification_context,business,business,low,neutral,false,false,7829,,,active,Picture/Video Production
middesk,mcc_code,7832,Motion Picture Theaters (MCC),business_classification_context,business,business,low,neutral,false,false,7832,,,active,Motion Picture Theaters
middesk,mcc_code,7841,Video Tape Rental Stores (MCC),business_classification_context,business,business,low,neutral,false,false,7841,,,active,Video Tape Rental Stores
middesk,mcc_code,7911,"Dance Hall, Studios, Schools (MCC)",business_classification_context,business,business,low,neutral,false,false,7911,,,active,"Dance Hall, Studios, Schools"
middesk,mcc_code,7922,Theatrical Ticket Agencies (MCC),business_classification_context,business,business,low,neutral,false,false,7922,,,active,Theatrical Ticket Agencies
middesk,mcc_code,7929,"Bands, Orchestras (MCC)",business_classification_context,business,business,low,neutral,false,false,7929,,,active,"Bands, Orchestras"
middesk,mcc_code,7932,Billiard/Pool Establishments (MCC),business_classification_context,business,business,low,neutral,false,false,7932,,,active,Billiard/Pool Establishments
middesk,mcc_code,7933,Bowling Alleys (MCC),business_classification_context,business,business,low,neutral,false,false,7933,,,active,Bowling Alleys
middesk,mcc_code,7941,Sports Clubs/Fields (MCC),business_classification_context,business,business,low,neutral,false,false,7941,,,active,Sports Clubs/Fields
middesk,mcc_code,7991,Tourist Attractions and Exhibits (MCC),business_classification_context,business,business,low,neutral,false,false,7991,,,active,Tourist Attractions and Exhibits
middesk,mcc_code,7992,Golf Courses - Public (MCC),business_classification_context,business,business,low,neutral,false,false,7992,,,active,Golf Courses - Public
middesk,mcc_code,7993,Video Amusement Game Supplies (MCC),business_classification_context,business,business,low,neutral,false,false,7993,,,active,Video Amusement Game Supplies
middesk,mcc_code,7994,Video Game Arcades (MCC),business_classification_context,business,business,low,neutral,false,false,7994,,,active,Video Game Arcades
middesk,mcc_code,7995,Betting/Casino Gambling (MCC),business_gambling,compliance,business,high,negative,true,true,7995,,,active,Betting/Casino Gambling
middesk,mcc_code,7996,Amusement Parks/Carnivals (MCC),business_classification_context,business,business,low,neutral,false,false,7996,,,active,Amusement Parks/Carnivals
middesk,mcc_code,7997,Country Clubs (MCC),business_classification_context,business,business,low,neutral,false,false,7997,,,active,Country Clubs
middesk,mcc_code,7998,Aquariums (MCC),business_classification_context,business,business,low,neutral,false,false,7998,,,active,Aquariums
middesk,mcc_code,7999,Miscellaneous Recreation Services (MCC),business_classification_context,business,business,low,neutral,false,false,7999,,,active,Miscellaneous Recreation Services
middesk,mcc_code,8011,Doctors (MCC),business_classification_context,business,business,low,neutral,false,false,8011,,,active,Doctors
middesk,mcc_code,8021,"Dentists, Orthodontists (MCC)",business_classification_context,business,business,low,neutral,false,false,8021,,,active,"Dentists, Orthodontists"
middesk,mcc_code,8031,Osteopaths (MCC),business_classification_context,business,business,low,neutral,false,false,8031,,,active,Osteopaths
middesk,mcc_code,8041,Chiropractors (MCC),business_classification_context,business,business,low,neutral,false,false,8041,,,active,Chiropractors
middesk,mcc_code,8042,"Optometrists, Ophthalmologist (MCC)",business_classification_context,business,business,low,neutral,false,false,8042,,,active,"Optometrists, Ophthalmologist"
middesk,mcc_code,8043,"Opticians, Eyeglasses (MCC)",business_classification_context,business,business,low,neutral,false,false,8043,,,active,"Opticians, Eyeglasses"
middesk,mcc_code,8049,"Chiropodists, Podiatrists (MCC)",business_classification_context,business,business,low,neutral,false,false,8049,,,active,"Chiropodists, Podiatrists"
middesk,mcc_code,8050,Nursing/Personal Care (MCC),business_classification_context,business,business,low,neutral,false,false,8050,,,active,Nursing/Personal Care
middesk,mcc_code,8062,Hospitals (MCC),business_classification_context,business,business,low,neutral,false,false,8062,,,active,Hospitals
middesk,mcc_code,8071,Medical and Dental Labs (MCC),business_classification_context,business,business,low,neutral,false,false,8071,,,active,Medical and Dental Labs
middesk,mcc_code,8099,Medical Services (MCC),business_classification_context,business,business,low,neutral,false,false,8099,,,active,Medical Services
middesk,mcc_code,8111,Automotive Repair and Maintenance (MCC),business_classification_context,business,business,low,neutral,false,false,8111,,,active,Automotive Repair and Maintenance
middesk,mcc_code,8111,"Legal Services, Attorneys (MCC)",business_classification_context,business,business,low,neutral,false,false,8111,,,active,"Legal Services, Attorneys"
middesk,mcc_code,8211,"Elementary, Secondary Schools (MCC)",business_classification_context,business,business,low,neutral,false,false,8211,,,active,"Elementary, Secondary Schools"
middesk,mcc_code,8220,"Colleges, Universities (MCC)",business_classification_context,business,business,low,neutral,false,false,8220,,,active,"Colleges, Universities"
middesk,mcc_code,8241,Correspondence Schools (MCC),business_classification_context,business,business,low,neutral,false,false,8241,,,active,Correspondence Schools
middesk,mcc_code,8244,Business/Secretarial Schools (MCC),business_classification_context,business,business,low,neutral,false,false,8244,,,active,Business/Secretarial Schools
middesk,mcc_code,8249,Vocational/Trade Schools (MCC),business_classification_context,business,business,low,neutral,false,false,8249,,,active,Vocational/Trade Schools
middesk,mcc_code,8299,Educational Services (MCC),business_classification_context,business,business,low,neutral,false,false,8299,,,active,Educational Services
middesk,mcc_code,8351,Child Care Services (MCC),business_classification_context,business,business,low,neutral,false,false,8351,,,active,Child Care Services
middesk,mcc_code,8398,Charitable and Social Service Organizations - Fundraising (MCC),business_classification_context,business,business,low,neutral,false,false,8398,,,active,Charitable and Social Service Organizations - Fundraising
middesk,mcc_code,8641,"Civic, Social, Fraternal Associations (MCC)",business_classification_context,business,business,low,neutral,false,false,8641,,,active,"Civic, Social, Fraternal Associations"
middesk,mcc_code,8651,Political Organizations (MCC),business_classification_context,business,business,low,neutral,false,false,8651,,,active,Political Organizations
middesk,mcc_code,8661,Religious Organizations (MCC),business_classification_context,business,business,low,neutral,false,false,8661,,,active,Religious Organizations
middesk,mcc_code,8675,Automobile Associations (MCC),business_classification_context,business,business,low,neutral,false,false,8675,,,active,Automobile Associations
middesk,mcc_code,8699,Membership Organizations (MCC),business_classification_context,business,business,low,neutral,false,false,8699,,,active,Membership Organizations
middesk,mcc_code,8734,Testing Laboratories (MCC),business_classification_context,business,business,low,neutral,false,false,8734,,,active,Testing Laboratories
middesk,mcc_code,8911,Architectural/Surveying Services (MCC),business_classification_context,business,business,low,neutral,false,false,8911,,,active,Architectural/Surveying Services
middesk,mcc_code,8931,Accounting/Bookkeeping Services (MCC),business_classification_context,business,business,low,neutral,false,false,8931,,,active,Accounting/Bookkeeping Services
middesk,mcc_code,8999,Professional Services (MCC),business_classification_context,business,business,low,neutral,false,false,8999,,,active,Professional Services
middesk,mcc_code,9211,"Court Costs, Including Alimony and Child Support - Courts of Law (MCC)",business_classification_context,business,business,low,neutral,false,false,9211,,,active,"Court Costs, Including Alimony and Child Support - Courts of Law"
middesk,mcc_code,9222,Fines - Government Administrative Entities (MCC),business_classification_context,business,business,low,neutral,false,false,9222,,,active,Fines - Government Administrative Entities
middesk,mcc_code,9223,Bail and Bond Payments (MCC),business_classification_context,business,business,low,neutral,false,false,9223,,,active,Bail and Bond Payments
middesk,mcc_code,9311,Tax Payments - Government Agencies (MCC),business_classification_context,business,business,low,neutral,false,false,9311,,,active,Tax Payments - Government Agencies
middesk,mcc_code,9399,Government Services (Not Elsewhere Classified) (MCC),business_classification_context,business,business,low,neutral,false,false,9399,,,active,Government Services (Not Elsewhere Classified)
middesk,mcc_code,9402,Postal Services - Government Only (MCC),business_classification_context,business,business,low,neutral,false,false,9402,,,active,Postal Services - Government Only
middesk,mcc_code,9405,U.S. Federal Government Agencies or Departments (MCC),business_classification_context,business,business,low,neutral,false,false,9405,,,active,U.S. Federal Government Agencies or Departments
middesk,mcc_code,9406,Government-Owned Lotteries (Non-US region) (MCC),business_gambling,compliance,business,high,negative,true,true,9406,,,active,Government-Owned Lotteries
middesk,mcc_code,9702,Emergency Services (GCAS) (Visa use only) (MCC),business_classification_context,business,business,low,neutral,false,false,9702,,,active,Emergency Services (GCAS)
middesk,mcc_code,9950,Intra-Company Purchases (MCC),business_classification_context,business,business,low,neutral,false,false,9950,,,active,Intra-Company Purchases
