reason_code_id,code,description,service_name,service_internal_name,service_id
2295,700,Name/DOB match with OFAC List,ID Analytics ID Score,IDAnalyticsIDScore,34
2296,701,Possible name match with OFAC List,ID Analytics ID Score,IDAnalyticsIDScore,34
2277,721,Insufficient history,ID Analytics ID Score,IDAnalyticsIDScore,34
9212,722,Lack of history at this address,ID Analytics ID Score,IDAnalyticsIDScore,34
9213,723,Lack of history at this address and phone,ID Analytics ID Score,IDAnalyticsIDScore,34
9214,724,Lack of history at this phone,ID Analytics ID Score,IDAnalyticsIDScore,34
2278,733,Distance between historical addresses,ID Analytics ID Score,IDAnalyticsIDScore,34
2279,867,High risk patterns associated with address history,ID Analytics ID Score,IDAnalyticsIDScore,34
9215,904,Historic usage patterns of SSN are generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2280,907,Strong match of identity elements across multiple data sources,ID Analytics ID Score,IDAnalyticsIDScore,34
2281,908,Identity elements matched across multiple data sources,ID Analytics ID Score,IDAnalyticsIDScore,34
2282,909,SSN generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
9216,920,Historic usage patterns of address are generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2283,925,Address type is generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2284,934,Low risk patterns associated with address history,ID Analytics ID Score,IDAnalyticsIDScore,34
2285,946,Email type generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2286,953,Internet connection characteristics generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2287,960,Historic usage patterns of home phone number are generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2288,962,Combination of home phone number with other identity elements is generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2289,963,Phone type generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2290,967,Distance between address and area code of secondary phone number generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
9217,980,Combination of elements of the email address generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2291,992,Historic usage patterns of identity elements are generally associated with low risk,ID Analytics ID Score,IDAnalyticsIDScore,34
2292,994,Consistent historical assertion of identity elements,ID Analytics ID Score,IDAnalyticsIDScore,34
